IMI;TAXAS_MULTAS_OUTROS_IMPOSTOS;FINANCIAMENTO_UNIAO_EUROPEIA;IMPOSTOS_MUNICIPAIS;IUC;TRANSFERENCIAS_ORCAMENTO_ESTADO;ldk;IMT;CODIGO_PERIODO;CODIGOINE;DSC_AUTARQUIA;VENDA_BENS_SERVICOS;DERRAMA_IRC;RECEITAS_TOTAIS;OUTRAS_RECEITAS
84996.03;52376.95;72391.83;295155.31;100580.17;1294794;T1_0301;57202.16;T1;0301;AMARES;294988.03;0;2438261.06;480931.89
100436.82;31191.02;2763458.15;478260.4;175331.03;1952256;T1_0103;146894.45;T1;0103;ANADIA;616361.88;24407.08;6254960.9;444624.47
58472.89;128798.26;3697.5;389520.21;202249.06;2452801;T1_4301;0;T1;4301;ANGRA DO HEROÍSMO;155116.94;0;3228707.34;227571.69
56465.34;105984.8;10327.35;294186.89;69537.42;1190826;T1_1003;37906.13;T1;1003;ANSIÃO;404410.41;24293.2;1987675.89;87925.24
37190.08;76409.08;311877.91;333838.05;116949.4;2519634;T1_1601;103289.49;T1;1601;ARCOS DE VALDEVEZ;932688.73;0;4560090.76;462052.07
46600.47;95334.56;18986.32;216255.92;58620.74;1461375;T1_0601;15700.15;T1;0601;ARGANIL;562645.39;0;2371495.93;112233.3
35926.28;83962.47;97983;159936.92;11451.52;1062798;T1_1801;25902.97;T1;1801;ARMAMAR;632618.03;2693.68;2577605.19;624269.24
52303.8;33428.18;128836.19;281638.36;99942.99;1959855;T1_0104;86414.67;T1;0104;AROUCA;586651.08;9548.72;3249196.51;292215.88
10167.86;5998.41;375711.02;116126.66;32588.99;1452195;T1_0702;64242.83;T1;0702;ARRAIOLOS;276494.84;3128.57;2352622.82;132095.3
2939.7;3386.9;0;43198.84;11330.85;909726;T1_1202;25541.39;T1;1202;ARRONCHES;139876.41;0;1286544.15;193742.9
55561.78;79803.91;0;307900.57;88741.84;820921;T1_1102;59504.7;T1;1102;ARRUDA DOS VINHOS;682833.86;24288.34;2149454.38;337798.95
354783.78;993670.85;469907.89;2767783.82;528357.25;2000085;T1_0105;846555.51;T1;0105;AVEIRO;759403.14;44416.43;6312097.22;314917.37
4250.27;12931.38;121220.35;121980.61;22096.29;1263153;T1_1203;81282.84;T1;1203;AVIS;215769.58;1419.83;1818418.37;96294.83
140122.03;255670.84;0;1008704.76;300307.07;1193215;T1_1103;94634.57;T1;1103;AZAMBUJA;558284.04;217970.25;3143979.48;383775.68
20688;115771.3;157204.37;250278.39;82303.26;1783683;T1_1302;31515.83;T1;1302;BAIÃO;366380.84;0;3006640.42;449093.82
366861.28;506791.02;172204.33;2216039.72;687439.09;5631744;T1_0302;593999.13;T1;0302;BARCELOS;887426.5;60949.2;10943311.83;2035897.28
378.37;3957.68;5034.97;17317.84;6327.95;745599;T1_0204;6653.84;T1;0204;BARRANCOS;57997.39;0;880978.04;55028.84
439420.54;1187665.38;326002.49;2344658.79;394296.63;2290368;T1_1504;279969.04;T1;1504;BARREIRO;1841354.22;43307.2;7109874.74;307491.24
88731.67;116604.15;22278.44;433922.93;102525.68;934650;T1_1004;98869.55;T1;1004;BATALHA;210191.44;27191.88;1878272.23;277229.42
119134.99;59037.05;102541.92;721285.19;202994.19;2508603;T1_0205;331142.01;T1;0205;BEJA;945332.2;8976.95;4510497.13;232734.82
19564.93;6433.69;92223.23;85190.5;32381.54;910674;T1_0501;26810.34;T1;0501;BELMONTE;169900.1;0;1294593.01;36605.18
483088.61;52848.72;284204.9;1124398.39;175208.52;1029111;T1_1405;388158.61;T1;1405;BENAVENTE;366337.02;25093.93;3268004.73;463953.42
60132.08;127421.29;369681.59;350276.19;81793.47;817621;T1_1005;76688.38;T1;1005;BOMBARRAL;406865.79;4240.97;2408126.34;463681.77
17679.44;16351.18;211511.34;100454.6;37941.35;853179;T1_0703;24193.31;T1;0703;BORBA;240670.88;4289.32;1730596.72;324780.9
8215.96;41960.78;69188.86;90439.25;29650.73;1306452;T1_1702;10611.78;T1;1702;BOTICAS;328144.48;0;2021508.13;227283.54
745621.08;705178.81;4659825.09;3856042.27;1117372.47;4803786;T1_0303;969136.91;T1;0303;BRAGA;1019054.44;318733;21329791.86;6991084.06
122611.95;323136.99;347758.92;709283.33;195191.8;3289638;T1_0402;68342.59;T1;0402;BRAGANÇA;2034985.15;0;6504285.1;122619.7
35658.35;145058.03;358575.32;378977.27;84055.7;1592142;T1_0304;114205.19;T1;0304;CABECEIRAS DE BASTO;254108.25;0;3099009.21;515206.37
57538.82;39529.15;54132.68;255991.2;75300.24;1100676;T1_1104;83622.99;T1;1104;CADAVAL;514839.22;0;2079175.4;153536.3
207288.63;158550.36;304370.63;1282786.42;327990.66;1508355;T1_1006;588906.79;T1;1006;CALDAS DA RAINHA;591703.6;49.98;3902986.71;215771.06
25401.72;32486.62;45624.6;161560.86;58471.31;1485357;T1_3101;45201.21;T1;3101;CALHETA (MADEIRA);246349.25;0;2113275.46;174383.75
12710.83;4981.22;0;53690.78;20739.33;821532;T1_4501;14006.83;T1;4501;CALHETA (SÃO JORGE);104637.05;1252.57;980402.87;543.04
207396.9;41845.3;2165965.25;439709.44;127569.69;1619442;T1_3102;62897.55;T1;3102;CÂMARA DE LOBOS;125365.66;0;4391708.78;41226.43
85461.45;48728.83;32100.75;416326.52;115350.23;1421973;T1_1602;153963.47;T1;1602;CAMINHA;1357494.91;12822.54;3509766.84;281871.66
18812.44;108666.93;1373747.56;236659.24;50606.23;1024716;T1_1204;58573.64;T1;1204;CAMPO MAIOR;415311.47;0;3248058.92;197624.65
133102.84;115527.48;1609.8;1083835.8;218073.84;2137338;T1_0602;159670.43;T1;0602;CANTANHEDE;545897.53;457461.21;4001227.79;232546.66
7445.18;11641.03;29201.15;78796.98;25994.55;1392756;T1_0403;33716.22;T1;0403;CARRAZEDA DE ANSIÃES;217391.94;0;1779153.58;61007.51
17587.46;119853.97;36535.11;234635.28;51334.53;930183;T1_1802;45859.32;T1;1802;CARREGAL DO SAL;93020.78;0;1398767.8;104393.63
87513.74;83718.98;897457.43;390788.44;83318.64;1065678;T1_1406;55648.36;T1;1406;CARTAXO;316760.33;80588.72;3308383.64;637699.44
2591628.64;5330113.02;86779.88;17634166.35;1686304.65;3261120;T1_1105;8026120.04;T1;1105;CASCAIS;2460445.44;0;34489826.62;11047314.95
18407.26;44696.75;15945.51;127265.68;14579.1;707019;T1_1007;48790.47;T1;1007;CASTANHEIRA DE PÊRA;133987.82;792.1;1014689;30470.99
146676.08;143350.84;1593144.73;965853.51;287895.91;3818385;T1_0502;387930.68;T1;0502;CASTELO BRANCO;1244312.75;0;9342638.79;1720942.8
29393.84;35419.63;0;143615.86;69199.82;1313700;T1_0106;9602.57;T1;0106;CASTELO DE PAIVA;307268.89;0;2171599.5;407014.75
7355.48;10090.98;69555.81;38377.09;15090.86;913116;T1_1205;4512.1;T1;1205;CASTELO DE VIDE;208375.6;1327.67;1345429.15;116004.65
110509.71;39175.1;242883.67;251434.96;76211.57;1846860;T1_1803;25538.58;T1;1803;CASTRO DAIRE;513481.2;0;3727044.99;872385.16
63446.02;59002.65;107796.49;303370;41663.32;807426;T1_0804;139258.01;T1;0804;CASTRO MARIM;585762.53;0;1877248.95;72893.93
13842.3;7473.23;0;247570.84;41114.77;1320847;T1_0206;20726.64;T1;0206;CASTRO VERDE;385994.4;164413.9;2145233.36;190821.12
19800.96;114172.09;87254.67;194856.18;37458.47;1297791;T1_0903;21330.89;T1;0903;CELORICO DA BEIRA;183291.75;2093.77;1931170.99;167977.39
43686.32;55791.74;232910.29;230604.21;88464.49;1758166.74;T1_0305;42661.66;T1;0305;CELORICO DE BASTO;504437.73;0;2942500.53;216381.56
27070.45;5196.7;28638.53;96159.63;42998.96;1638066;T1_1407;10594.41;T1;1407;CHAMUSCA;181845.4;10299.11;2128595.51;183885.95
108681.23;76052.17;2005336.65;415895.45;231162.05;3141216;T1_1703;0;T1;1703;CHAVES;1794345.97;0;8496338.25;1139544.18
18327.9;65093.24;0;207533.35;84794.07;1843857;T1_1804;39318.14;T1;1804;CINFÃES;90377.01;0;3188927.01;1047159.65
930795;829754.62;422654.4;6261766.44;899222.45;4020111;T1_0603;3494298.75;T1;0603;COIMBRA;1129118.97;107695.62;14478013.56;2644362.75
63334.55;62797.49;29935.65;215579.62;89447.58;984099;T1_0604;0;T1;0604;CONDEIXA-A-NOVA;815712.56;0;2315213.96;269887.13
9789.06;6099.36;2414.69;42287.22;20450.39;718526;T1_1408;5007.9;T1;1408;CONSTÂNCIA;149112.36;940.51;1078705.7;166365.43
51462.23;33264.62;342522;413862.14;91574.88;2384463;T1_1409;237560.41;T1;1409;CORUCHE;475895.15;0;3967198.29;350456
551.31;110.98;7506.93;3716.86;2900.51;352221;T1_4901;154.06;T1;4901;CORVO;2727.88;0;586608.05;220435.38
191480.74;170801.17;75048.29;778675.66;247564;2928477;T1_0503;105760.62;T1;0503;COVILHÃ;749774.41;63069.13;4737213;205237.64
8124;5368.29;1363.17;35459.29;13942.29;1127217;T1_1206;8024.71;T1;1206;CRATO;141115.69;0;1484231.59;179076.44
8097.07;30917.57;0;67648.39;21123.53;758073;T1_0207;5014.34;T1;0207;CUBA;172207.65;2495.88;1071501.07;73572.03
128883.01;32807.53;67985.96;615537.71;116095.59;1895916;T1_1207;315508.99;T1;1207;ELVAS;564463.48;22242.59;4186674.51;1042771.36
156791.45;97249.75;796762.74;429186.54;115425.94;773898;T1_1410;46157.49;T1;1410;ENTRONCAMENTO;749192.84;13561.91;3124452.04;375411.92
123379.07;817519.58;725562.14;1422273.33;166482.43;1286541;T1_0107;250800.33;T1;0107;ESPINHO;1149769.43;64091.92;6307272.76;1723126.86
193097.66;204510.64;20905.14;924380.08;212607.7;1508781;T1_0306;314164.08;T1;0306;ESPOSENDE;348794.04;0;3309154.79;506294.53
64151.74;441994.02;0;712927.27;154334.84;1632045;T1_0108;52446.67;T1;0108;ESTARREJA;381866.44;0;2976462.69;249623.98
30258.52;63198.51;0;224386.11;69138.04;1645809;T1_0704;50517.21;T1;0704;ESTREMOZ;635931.84;11273.83;2834129.15;328002.2
233816.15;787053.93;11491.95;1984781.41;335553.68;3211440;T1_0705;515393.29;T1;0705;ÉVORA;1517114.23;112964.36;10135029.84;3410202.25
135105.45;236531.12;102490.99;857319.33;281439.94;2910891;T1_0307;139459.24;T1;0307;FAFE;1283397.08;64783.58;8354472.95;3200374.55
330951.67;245210.44;142576.27;3346916.3;611763.02;1495413;T1_0805;1986520.7;T1;0805;FARO;746200;172470.47;6705465.18;974359.61
128634.01;180487.59;703.49;1054435.38;355291.02;2559972;T1_1303;254883.14;T1;1303;FELGUEIRAS;1725445.42;135139.62;6912182.47;1571626.18
23505.04;53076.65;201733.73;153499.43;42373.72;1501533;T1_0208;12571.56;T1;0208;FERREIRA DO ALENTEJO;335238.23;21972.46;2352214.08;160209.69
19298.84;40782.48;0;156165.25;48602.69;1119489;T1_1411;47481.24;T1;1411;FERREIRA DO ZÊZERE;354483.03;0;1757994.07;127856.79
356193.29;358842.01;145497.48;5141896.22;388362.64;2266635;T1_0605;2635228.46;T1;0605;FIGUEIRA DA FOZ;1989199.01;1403269.82;9978146.75;434919.04
8229.29;4712.13;54305.31;129974.68;25985.04;1553718;T1_0904;88901.15;T1;0904;FIGUEIRA DE CASTELO RODRIGO;190538.31;2147.07;2000706.31;72170.01
13994.47;44017.92;160214.59;124364.22;32866.88;1042611;T1_1008;33484.95;T1;1008;FIGUEIRÓ DOS VINHOS;159511.14;0;1627072.54;140371.59
6758.33;22989.87;0;69396.59;24443.15;957900;T1_0905;12535.73;T1;0905;FORNOS DE ALGODRES;145753.47;2669.51;1198172.31;25122.25
6003.75;5838.89;239374.33;43600.98;13776.15;1022067;T1_0404;15714.29;T1;0404;FREIXO DE ESPADA À CINTA;163158.95;2267.9;1660784.75;192583.49
12032.74;5563.11;70988.09;44612.12;17410.13;794295;T1_1208;9606.14;T1;1208;FRONTEIRA;166418.14;0;1233237.3;156923.95
801541.18;1338805.43;3187.72;3971093.87;672127.33;3605817;T1_3103;1158619.93;T1;3103;FUNCHAL;5845965.29;0;14784634.97;1358571.09
98050.32;129156.32;382437.58;504388.48;144788.45;2531931;T1_0504;115672.36;T1;0504;FUNDÃO;1092849.34;16721.03;4941284.84;429678.44
5572.59;23884.77;88785.33;49508.14;10095.19;928272;T1_1209;9955.59;T1;1209;GAVIÃO;194270.26;0;1465172.52;204336.79
9468.19;67444.96;132362.17;114879.62;21991.95;1055901;T1_0606;15974.52;T1;0606;GÓIS;141201.19;0;1668592.36;224248.38
20971.69;70714.18;0;139425.88;23931.66;716691;T1_1412;18744.63;T1;1412;GOLEGÃ;172309.71;5063.72;1506851.54;478424.95
488269.85;474625.48;662312.61;2641557.47;800458.77;4032687;T1_1304;637807.67;T1;1304;GONDOMAR;3022775.76;240395.7;12380934.07;2021601.23
23340.43;10407.99;185249.89;213444.58;67271.46;1591610;T1_0906;103962.41;T1;0906;GOUVEIA;270157.17;8462.29;2383420.98;122959.34
126955.84;167331.16;0;1927917.31;84835.09;1508061;T1_1505;1544748.74;T1;1505;GRÂNDOLA;453356.75;4046.48;4163204.35;273869.29
105913.28;88673.42;450243.64;612863.69;233740.34;3145299;T1_0907;167330.2;T1;0907;GUARDA;742110.21;17206.45;5494858.7;544342.16
616580;578613.02;166690.66;2841581.38;900625.91;5686971;T1_0308;639264.38;T1;0308;GUIMARÃES;3116561.25;106498.07;14183660.92;2371856.63
37240.39;43888.36;820882.76;296789.93;95919.08;1281193;T1_4701;62989.44;T1;4701;HORTA;270524.67;56752.66;2677950.66;8560.3
21279.51;16662.33;56239.69;214879.03;34559.32;2728104;T1_0505;142377.87;T1;0505;IDANHA-A-NOVA;519160.29;0;3560710.38;42327.37
179899.25;151430.66;0;1032618.77;262129.09;1326332;T1_0110;410510.45;T1;0110;ÍLHAVO;993834.15;28649.32;3744295.73;391510.81
358401.04;127315.34;98845.03;1747001.95;207971.37;836367;T1_0806;1053314.2;T1;0806;LAGOA (ALGARVE);1774428.13;0;4511068.55;54426.44
35612.45;37392.78;0;202984.91;57184.28;1094862;T1_4201;65886.57;T1;4201;LAGOA (SÃO MIGUEL);503121.78;6908.83;2395957.65;594988.96
483900.47;458993;48291.87;2866716.43;231957.58;773556;T1_0807;1640308.88;T1;0807;LAGOS;2432014.49;51556.5;6838713.75;718134.96
2903.44;864.68;912541.64;18260.47;12232.45;564447;T1_4801;2259.9;T1;4801;LAJES DAS FLORES;15998.69;0;1664546.03;153298.23
11153.31;2784.28;857072.9;43173.78;22464.47;915480;T1_4601;6771.72;T1;4601;LAJES DO PICO;89582.62;0;2283804.19;378494.89
82706.29;201537.72;905939.22;589633.03;132375.61;1892181;T1_1805;168534.15;T1;1805;LAMEGO;1386188.21;4479.26;5140471.71;366530.25
524836.45;695451.79;91373.79;3554040.88;888411.77;4083192;T1_1009;1128860.14;T1;1009;LEIRIA;311746.78;316480.73;9241372.51;1201019.06
5113969.21;13648007.06;65234.52;54958626.57;5326705.09;268901;T1_1106;26776329.07;T1;1106;LISBOA;24165308.72;4093616.14;105089047.89;25630977.08
1507417.93;1068902.08;148736.01;9481721.36;672969.52;2181303;T1_0808;6109775.19;T1;0808;LOULÉ;2789469.25;122656.64;15720474.72;1119245.1
1315103.07;1050752.11;489287.82;9048228.29;1288845.08;4674914;T1_1107;4807043.71;T1;1107;LOURES;1538927.39;586484.32;23736855.67;7985498.17
150160.79;63536.94;5158.91;838441.02;157606.97;1131132;T1_1108;457062.48;T1;1108;LOURINHÃ;1238509.33;10073.84;3678116.82;464875.56
67855.1;130413.06;173272.59;349369.57;93481.81;1056117;T1_0607;54725.31;T1;0607;LOUSÃ;581705.85;2894.29;2642430.79;481965.78
109584.98;413721;33572.31;1007400.6;233354.63;2000193;T1_1305;250739.99;T1;1305;LOUSADA;1156155.31;0;5405244.99;1207923.77
34483.95;8458.2;21990;99803.59;27093.23;1426102;T1_1413;29768.21;T1;1413;MAÇÃO;336183.65;0;1973032;88952.76
47730.24;218812.93;15063;373452.19;71534.94;2126361;T1_0405;35374.08;T1;0405;MACEDO DE CAVALEIROS;597326.95;0;3286752.09;174548.95
115556.92;14281.16;0;263530.5;103418.39;1414296;T1_3104;30274.03;T1;3104;MACHICO;27826.54;0;1870358.62;164705.58
22012.65;9895.97;580199.06;84726.51;33510.99;975342;T1_4602;19306.9;T1;4602;MADALENA;151158.92;0;1793492.9;2066.41
464661.36;1591429.6;12609.56;2947954.23;507684.52;1674741;T1_1109;342467.5;T1;1109;MAFRA;2356782.5;41711.25;9898457.83;2906370.54
737133.12;399027.89;99528.66;3900094.76;843884.25;2846406;T1_1306;595063.26;T1;1306;MAIA;1503585;1324986.24;9588935.45;1239321.03
41865.77;213895.3;300555.32;387421.71;102262.93;1630518;T1_1806;6867.77;T1;1806;MANGUALDE;697162.34;22529.94;3413363.11;397705.74
5006.37;4503.4;0;30494.78;11372;868161;T1_0908;9613.01;T1;0908;MANTEIGAS;92784.82;0;1335671.11;344230.51
130092.44;103691.18;42568.65;726706.39;278699.56;3062076;T1_1307;160620.53;T1;1307;MARCO DE CANAVESES;516239.01;53602.68;5208824.34;861234.29
108428.47;45091.77;114243.23;887430.34;266681.17;1398921;T1_1010;183934.54;T1;1010;MARINHA GRANDE;1583662.96;283294.39;4108361.35;124103.82
2614.55;6354.67;16304.97;34458.19;14823.65;810819;T1_1210;10338.38;T1;1210;MARVÃO;128166.67;326.94;1033469.14;43720.31
764126.57;1135493.58;2063725.32;4974619.76;1028933.5;3420768;T1_1308;1056395.77;T1;1308;MATOSINHOS;3515061.01;989670.34;16347878.81;2373704.72
56258.83;130699.38;286840.39;440295.52;118095.75;1163715;T1_0111;119564.45;T1;0111;MEALHADA;781980.53;15677.11;3138213.3;465381.86
21536.14;41399.66;160170.08;111306.28;22213.7;1208326;T1_0909;26156.78;T1;0909;MEDA;124340;0;1817393.33;213250.97
85014.61;45513.13;10029.24;204495.97;45072.98;1413452;T1_1603;28895.25;T1;1603;MELGAÇO;658715.07;0;2418588.58;131896.3
14567.37;28861.45;303346.76;83563.04;30708.86;2447793;T1_0209;9425.36;T1;0209;MÉRTOLA;303254.6;0;3230990.87;93033.47
6274.77;23065.06;4577.33;51652.89;17770.98;728220;T1_1704;4542.08;T1;1704;MESÃO FRIO;145759.87;0;1200809.92;270599.83
51961.42;219632.4;58906.38;376508.26;68785.02;954840;T1_0608;36129.42;T1;0608;MIRA;488196.42;0;2067702.12;189251.06
30971.48;80613.89;762028.66;339383.31;60458.85;985617;T1_0609;163807.66;T1;0609;MIRANDA DO CORVO;444741.84;3531.43;2897022.04;365251.23
8934.4;157462.44;37884.38;247286.94;34978.25;1572729;T1_0406;38012.47;T1;0406;MIRANDA DO DOURO;255229.4;7899.38;2258929.93;145800.21
53194.14;127206.6;804760.22;360024.99;112228.76;2183614;T1_0407;67395.49;T1;0407;MIRANDELA;1298494.53;0;5200433.38;553539.64
10260.49;55979.1;219392.39;124429.08;39959.72;2061834;T1_0408;18229.77;T1;0408;MOGADOURO;515084.41;0;3159208.76;238468.88
49496.15;32597.97;0;174616.32;53809.44;1266485;T1_1807;34664.77;T1;1807;MOIMENTA DA BEIRA;334883.83;4047.99;2748409.56;972424.41
319889.55;212571.76;0;1341053.33;309237.84;2479416;T1_1506;428620.72;T1;1506;MOITA;1868121.25;70733.46;9503071.56;3814480.98
32780.28;28545.07;44139.1;271578.75;113804.77;1835367;T1_1604;96448.63;T1;1604;MONÇÃO;595692.24;0;3349627.68;602850.59
6059.66;31058.94;102001;252492.85;26228.64;1490052;T1_0809;189145.61;T1;0809;MONCHIQUE;101304.72;0;2356284.4;410433.83
12658.52;24408.95;17590.24;76672.55;31961.74;1312194.27;T1_1705;7643.34;T1;1705;MONDIM DE BASTO;79259.84;0;1752407.52;266690.62
3998.05;22210.16;0;106679.93;11510.87;962940;T1_1211;68960.85;T1;1211;MONFORTE;90284.92;0;1247341.98;87437.13
33771.14;79517.77;251437.05;185421.5;55337.79;2227294;T1_1706;16794.8;T1;1706;MONTALEGRE;596731.18;0;3676230.37;415346.64
35067.97;23836.03;379886.67;242105.21;81290.94;2308868;T1_0706;101603.38;T1;0706;MONTEMOR-O-NOVO;558679.85;306.89;3686265.88;196726.15
59452.69;288154.08;145024.55;546126.56;128207.17;1774011;T1_0610;61244.43;T1;0610;MONTEMOR-O-VELHO;381369.26;9068.19;3069837.25;223305.88
383442.61;241090.17;0;1684762.9;292128.41;1309626;T1_1507;714402.49;T1;1507;MONTIJO;749682.72;53699.22;4703995.82;959924.2
9645.28;8393.66;24241.56;49157.21;22882.92;1033874;T1_0707;3641.95;T1;0707;MORA;160612.7;4593.4;1325842.28;57956.81
24744.69;27236.7;0;128527.51;48373.6;1201190;T1_1808;22832.06;T1;1808;MORTÁGUA;311049.99;5340.46;1804863.79;164096.29
24043.39;12411.1;194155.07;187380.36;73031.92;2211465;T1_0210;68915.49;T1;0210;MOURA;380168.87;8978.46;3154634.26;181464.96
3667.15;3911.81;452.2;32753.95;12672.63;815676;T1_0708;6885.62;T1;0708;MOURÃO;87033.65;5616.74;1282909.21;346993.41
6902.27;38532.69;26228.42;69061.49;19105.74;1063677;T1_1707;4520.79;T1;1707;MURÇA;177358.27;0;1481451.06;145125.88
31986.64;16436.21;2454.93;153642.32;64871.53;859620;T1_0112;40347.94;T1;0112;MURTOSA;183178.6;0;1259469.45;60573.6
120398.14;126038.9;0;485502.74;79238.21;792825;T1_1011;159827.49;T1;1011;NAZARÉ;321445.32;0;2490322.9;890549.84
52937.29;219825.28;0;410556.86;74478.11;1147917;T1_1809;63316.18;T1;1809;NELAS;186757.97;0;1809511.08;64279.25
13567.35;9602.16;396858.46;67948.96;28977.49;1559982;T1_1212;15801.96;T1;1212;NISA;316594.49;0;2628380.7;286996.79
5570.62;2007.76;656072.06;30454.54;12949.41;1017300;T1_4202;9346.61;T1;4202;NORDESTE;4156.03;580.14;3307262.18;1599279.55
137816.75;1193191.26;1351000.82;2359769.67;81014.8;514134;T1_1012;947404.44;T1;1012;ÓBIDOS;539231.03;342.42;5789968.82;1025833.3
116848.44;88127.66;333416.98;719808.04;129050.53;3326967;T1_0211;378704.63;T1;0211;ODEMIRA;954285.65;7076.78;5562767.2;228289.53
679633.78;1036427.67;4782.44;4250061.73;769251.64;3564111;T1_1116;1622083.52;T1;1116;ODIVELAS;563953.07;142665.12;10747209.37;2364301.13
1646672.08;1336400.98;8895.32;18558474.78;2861531.81;4039390;T1_1110;12713869.91;T1;1110;OEIRAS;7484802.74;0;30628690.56;537127.72
88053.45;4752.44;41080.87;133945.77;26805.14;1447824;T1_0506;14334.74;T1;0506;OLEIROS;538326.58;0;2206564.76;45387.54
238610.04;66923.98;57571.79;1199306.34;345420.75;1592238;T1_0810;548351.57;T1;0810;OLHÃO;295966.48;0;3978840.79;833758.18
179558.65;342063.93;1523249.05;1243274.42;403332.91;2949906;T1_0113;231256.47;T1;0113;OLIVEIRA DE AZEMÉIS;1785578.55;87062.46;7953719.37;451711.35
28831.82;44448.69;41125.5;234278.25;50834.55;1054164;T1_1810;106314.55;T1;1810;OLIVEIRA DE FRADES;133681.16;3848.64;2039414.31;576165.4
76657.8;74681.85;560821.09;438746.06;142282.81;1547304;T1_0114;107313.19;T1;0114;OLIVEIRA DO BAIRRO;687891.85;37810.41;3631675.66;396912.66
